"product_name","number","purchase_price","price_per_unit","sale_price","expiry_date","stock"
"BARRAD COLD GEL 50GM","1497",0.9,0.9,1.4,"01-11-2026",3
"BACLOCALM 10MG TAB 10S","4244",2.389,2.389,2.91,"01-10-2026",2.2
"BABYTIME WATER TEETHER","1000",0.484,0.484,1,"01-01-2029",10
"BABYTIME PLASTIC FB 250ML","1000",0.8,0.8,1.6,"01-07-2027",6
"BABYTIME PLASTIC FB 150ML","1000",0.7,0.7,1.4,"01-12-2026",14
"BABYTIME NASAL ASPIRATOR","1000",0.856,0.856,1.8,"01-01-2029",2
"BABYTIME GLASS FB WITH HANDLE 125ML","1000",0.952,0.952,2,"01-07-2027",4
"BABYTIME FRUIT STRAINER","1000",0.808,0.808,1.7,"01-01-2029",3
"BABYTIME BREAST PADS 30+10S","1000",1.313,1.313,2.8,"01-01-2029",5
"BABYJOY NO4 BABY DIAPERS 32S","1000",2.8,2.8,3.35,"01-11-2027",1
"BABYJOY NO3 BABY DIAPERS 34S","1000",2.8,2.8,3.35,"01-11-2027",1
"BABYJOY NO1 BABY DIAPERS 44S","1000",2.8,2.8,3.35,"01-12-2027",1
"BABY SMILE SILICONE SPOON 2S","1000",0.811,0.811,1.428,"01-01-2029",4
"BABY SMILE SILICONE NASAL ASPIRATOR","1000",0.612,0.612,0.857,"01-01-2029",1
"BABY SMILE SILICONE FINGER TOOTHBRUSH","1000",0.51,0.51,0.952,"01-01-2029",5
"BABY SMILE PLASTIC BOTTLE WITH HANDLE 240ML","1000",0.765,0.765,1.428,"01-01-2029",1
"BABY SMILE PLASTIC BOTTLE WITH HANDLE 150ML","1000",0.758,0.758,1.33,"01-01-2029",2
"BABY SMILE NIPPLE SHIELD WITH CASE 2S","1000",0.918,0.918,1.714,"01-01-2029",4
"BABY SMILE MULTI FUNCTIONAL SILICONE TEETHER","1000",0.51,0.51,0.952,"01-01-2029",3
"BABY SMILE MANUAL BREAST PUMP 180ML","1000",1.275,1.275,2.38,"01-01-2029",2
"BABY SMILE HANDS FREE FEEDING BOTTLE 150ML","1000",1.039,1.039,1.714,"01-01-2030",5
"BABY SMILE GLASS FEEDING BOTTLE WITH HANDLE 240ML","1000",0.97,0.97,1.904,"01-01-2030",7
"BABY SMILE GLASS FEEDING BOTTLE WITH HANDLE 120ML","1000",1.028,1.028,1.81,"01-01-2030",7
"BABY SMILE GLASS FEEDING BOTTLE 60ML","1000",0.715,0.715,1.333,"01-01-2030",1
"BABY SMILE GLASS FEEDING BOTTLE 240ML","1000",0.92,0.92,1.619,"01-01-2030",10
"BABY SMILE GLASS FEEDING BOTTLE 120ML","1000",0.765,0.765,1.428,"01-01-2030",1
"BABY SMILE COMB AND BRUSH SET","1000",0.811,0.811,1.428,"01-01-2030",1
"BABY SMILE BABY DRINKING CUP 210ML","1000",0.97,0.97,1.809,"01-01-2030",5
"BABY RUB SOOTHING OINTMENT 50GM","042A",1.235,1.235,1.9,"01-03-2027",3
"BABY LOVE GLASS FEEDING BOTTLE 60ML","1000",1.6,1.6,1.6,"01-01-2030",2
"BABY FLAEM NASAL ASPIRATOR","20A27B",2.8,2.8,4.9,"01-01-2030",2
"AZI-ONCE 250MG CAPS 6S","VV0454",1.495,1.495,3.46,"01-03-2027",1
"AZI-ONCE 200/5 ML SUSP 30ML","BB0183",1.196,1.196,2.55,"01-02-2026",8
"AZEE 500MG TAB 3S","GG30102",2.081,2.081,3.17,"01-01-2026",4
"AZARGA EYE DROPS 5ML","VAW33B",5.737,5.737,6.99,"01-09-2025",2
"AYURSLIM CAPS 60S","112401593",3.4,3.4,5.1,"01-05-2027",1
"AYULAX CAP 60S","606",2.445,2.445,3.135,"01-08-2027",1.5
"AVESAL DROPS 10ML","11223",0.536,0.536,0.98,"01-12-2026",2
"AVENE SPF30 HYDRATING EMULSION 40ML","3AEHG1123",0,0,13,"01-11-2026",1
"AVENE DISCOUNTED SPF50 BROAD SPECTRUM FLUID 50ML","3A38X0323",4.769,4.769,9.5,"01-03-2026",1
"AVENE CICALFATE CREAM 40ML","3AAFLX1123",4.376,4.376,7.1,"01-11-2026",1
"AVENE 1+1 OFFER CLEANANCE GEL 400ML","4A31X",8.97,8.97,11.5,"01-03-2027",1
"AVENE 1+1 OFFER CLEANANCE GEL 200ML","3AFA6",6.239,6.239,8,"01-01-2026",1
"AVEENO SOOTH RELIEF EMOLLIENT CREAM 150ML","20863V",2.475,2.475,3.3,"01-06-2026",1
"AVEENO DERMEXA SOOTHING MOISTURISER 200ML","1434V",8.1,8.1,10.8,"01-05-2027",2
"AVEENO DAILY MOISTURISING CREAM 100GM","1943V",5.75,5.75,7.725,"01-05-2026",1
"AVEENO BABY MOISTURISING LOTION 150ML","2194V",2.25,2.25,3,"01-07-2027",4
"AVEENO BABY HAIR AND BODY WASH 250ML","1854P",4,4,5.325,"01-07-2027",1
"AVEENO BABY BARRIER CREAM 100ML","0113V",1.748,1.748,2.33,"01-01-2026",1
"AVAMYS 27.5MCG NASAL SPRAY 120","VP3D",3.923,3.923,4.78,"01-06-2026",2
"AUGMENTIN ES 600MG/5ML ORAL SUSP 100ML","PJ3L",5.162,5.162,6.29,"01-03-2026",1
"AUGMENTIN 625MG TAB 20S","YH5R",5.646,5.646,6.88,"01-06-2026",2
"AUGMENTIN 1GM TAB 14S","VM3F",7.563,7.563,9.216,"01-05-2027",3
"ATROVENT 250MCG/2ML UDV 20S","3981222",2.446,2.446,2.98,"01-07-2025",1.5
"ATOXIA 90MG TAB 10S","581N",0.723,0.723,1.41,"01-01-2028",5
"ATOXIA 60MG TAB 10S","140L",0.681,0.681,1.41,"01-05-2027",5
"ATOXIA 120MG TAB 7S","519M",0.61,0.61,1.19,"01-11-2027",2
"ATORVAST 10 TAB 30S","18231045",3.98,3.98,6.11,"01-11-2026",1
"ATORMIN 50MG TAB 28S","4FD005A",1.4,1.4,1.71,"01-03-2027",3.5
"ATORLIP 40MG TAB 30S","B914",4.8,4.8,6.83,"01-02-2026",1
"ATORLIP 10MG TAB 30S","C907",2.39,2.39,3.42,"01-06-2027",3
"ASTHATOR 10MG TAB 30S","BCH5L003",2.86,2.86,4.88,"01-03-2027",2.666666667
"ASTHALIN RESPULES 4S","4GA0092",1.067,1.067,1.62,"01-06-2026",1
"ASTHALIN 100 INHALER 200DOSES","4GB0859",0.94,0.94,1.26,"01-04-2026",3
"ASPIRIN PROTECT 100MG TAB 20S","BT18J04",0.566,0.566,0.69,"01-01-2026",1
"ASPIREM 75MG 56S","116646",0.63,0.63,2.23,"01-02-2027",2
"ASPILO 81MG TAB 28S","6124004",0.158,0.158,0.74,"01-04-2026",1
"ARTIZ 10MG TAB 10S","3NR364",0.58,0.58,0.99,"01-06-2026",1
"ARTHRIFLEX CREAM 100GM","30503",4.5,4.5,5.8,"01-05-2026",2
"ARCOXIA 90MG TAB 28S","Y008249",7.181,7.181,8.75,"01-01-2027",1
"ARCOXIA 60MG TAB 28S","X004609",7.181,7.181,8.75,"01-10-2025",1
"ARCOXIA 120MG TAB 7S","Y010836",1.64,1.64,2,"01-12-2026",2
"APTAMIL COMFORT 2 900GM","20260125",8.03,8.03,9.4,"01-01-2026",4
"APTAMIL COMFORT 2 400GM","20260302",3.996,3.996,4.8,"01-03-2026",4
"APTAMIL COMFORT 1 900GM","20260524",8.298,8.298,9.4,"01-05-2026",1
"APTAMIL COMFORT 1 400GM","20260321",4.584,4.584,4.983,"01-03-2026",4
"APTAMIL ADVANCE NO 3 NEW 400GM","20260228",3.65,3.65,4.1,"01-02-2026",1
"APTAMIL ADVANCE NO 2 NEW 800GM","20251213",8.14,8.14,8.8,"01-12-2025",3
"APTAMIL ADVANCE NO 1 NEW 800GM","20260114",7.671,7.671,8.8,"01-01-2026",2
"APTAMIL ADVANCE NO 1 NEW 400GM","20260313",3.912,3.912,4.5,"01-03-2028",1
"APISAL NASAL SPRAY 15ML","MC337",1.2,1.2,2,"01-07-2026",1
"APISAL EYE/NOSE DROPS 10ML","BA1259",0.365,0.365,0.49,"01-07-2029",1
"APIMOL 0.5% EYE DROPS 5ML","ED255",0.842,0.842,1.07,"01-11-2026",1
"APIGEN EYE DROPS 10ML","CA631",0.295,0.295,0.36,"01-11-2025",3
"APHRODIL 50MG TAB 4S","1950",1.656,1.656,4.71,"01-07-2027",7
"ANTINAL 200MG CAPS 24S","230971",1.1,1.1,1.5,"01-02-2026",4
"ANDROZ 50MG TAB 4S","VX68L002",1.1,1.1,3.35,"01-06-2026",2
"AMYN 250MG TAB 20S","BD/25",0.399,0.399,0.73,"01-12-2026",2.5
"AMYDRAMINE PAEDIATRIC SYRUP 120ML","5760",0.45,0.45,0.67,"01-08-2026",2
"AMYDRAMINE EXPECTORANT COUGH SYRUP 120ML","7749",0.43,0.43,0.72,"01-10-2026",13
"AMRUTANJAN RELIEF INHALER","H2124057",0.34,0.34,0.5,"01-09-2026",2
"AMRIZOLE 500MG TAB 20S","8015180",0.628,0.628,1.34,"01-08-2027",5
"AMOXYDAR FORTE 500MG CAPS 20S","8908",0.689,0.689,1.51,"01-01-2028",2
"AMOXYDAR 1GM TAB 10S","9903",0.487,0.487,1.07,"01-01-2027",2
"AMOL EXTRA TAB 20S","9923",0.224,0.224,0.41,"01-02-2026",4
"AMOL 500MG TAB 20S","25323",0.126,0.126,0.23,"01-03-2026",9
"AMOCLAN 625MG TABS 15S","0644A",0.9,0.9,3.02,"01-01-2026",2.333333333
"AMOCLAN 375MG TABS 20S","0535A",1.1,1.1,2.21,"01-10-2025",5
"AMLORINE 5MG TAB 30S","112214",1.6,1.6,2.23,"01-08-2028",1
"AMLOPRES 5MG TAB 30S","4GG0401",1.188,1.188,1.81,"01-08-2027",3.666666667
"AMLOPRES 10MG TAB 30S","6630497",2.29,2.29,3.07,"01-10-2026",3.666666667
"AMLO 5MG TAB 30S","4AB058A",4.75,4.75,6.64,"01-05-2027",4
"AMFLOR TOOTHPASTE 70GM","AM24003",1.74,1.74,2.9,"01-02-2027",2
"AMFLOR ORAL RINSE 250ML","AW23020",2.07,2.07,3.45,"01-11-2026",1
"AMEYA LIQUID PARAFFIN OIL 100ML","2310026",0.465,0.465,0.7,"01-10-2026",2
"AMEYA CALAMINE LOTION 100ML","24RP030",0.675,0.675,0.9,"01-12-2027",6
"AMERICAN POROUS PLASTER 12 X 18CM","E568",0.125,0.125,0.3,"01-12-2028",23
"AMCARDIA 5MG TAB 30S","PVA24002",1.238,1.238,1.81,"01-05-2027",4.666666667
"AMBITECH DIGITAL THERMOMETER","21100569",0.91,0.91,1.9,"22-07-1905",2
"AMARYL M 2MG/500MG TAB 30S","AMRFC002",2.412,2.412,2.94,"01-08-2027",1
"ALZENTAL 200MG TAB 6S","2301909",0.319,0.319,1.4,"01-03-2026",7
"ALWAYS SANITARY VIOLET PADS 30S","EG1309",1.31,1.31,1.615,"01-02-2027",6
"ALWAYS PREMIUM CARE PINK PADS 30S","EG8578",1.032,1.032,1.285,"01-02-2027",6
"ALPECIN DOUBLE EFFECT SHAMPOO 200ML","D61344",3.68,3.68,5.9,"01-05-2027",1
"ALMOND BABY CREAM 75ML","590125",1.771,1.771,2.725,"01-01-2028",5
"ALMOND BABY CREAM 150ML","9771123",3,3,4.275,"01-11-2026",1
"ALKA-UR EFFERVESCENT GRANULES 10S","3624064",0.585,0.585,1.2,"01-11-2027",4
"ALISMED ADHESIVE ELASTIC BANDAGE 10CM X 4.5M","1000",0.625,0.625,2,"22-07-1905",2
"ALGESAL BAUME CREAM 40GM","12160624",0.752,0.752,1.1,"01-06-2027",4
"ALFACORT OINT 15GM","4054",0.477,0.477,0.64,"01-05-2029",4
"ALFACORT CREAM 15GM","5884",0.449,0.449,0.74,"01-04-2027",2
"ALERID 10MG TAB 10S","GC30956",0.984,0.984,1.32,"01-09-2026",1
"ALCOHOL SWABS TRUSCARE 200S","NNTS231125",0.5,0.5,1.7,"01-11-2028",3
"ALCOHOL SWABS TRUSCARE 100S","NNTS231125",0.275,0.275,1.2,"01-11-2028",2
"AIYBAO GLASS FEEDING BOTTLE WITH HANDLE 240ML","1000",1.205,1.205,2.6,"01-01-2030",3
"AIYBAO GLASS FEEDING BOTTLE WITH HANDLE 120ML","1000",1.1,1.1,2,"01-01-2030",3
"AIRONYL SYRUP 120ML","823656",0.479,0.479,0.7,"01-07-2026",4
"AIDPLAST NASAL STRIPS 10S","20211125",0.678,0.678,1.6,"01-11-2026",1
"AIDPLAST HOT AND COLD GEL 13X26CM","20240209",1.3,1.3,2.8,"01-02-2029",1
"AIDPLAST COHESIVE BANDAGE 7.5CM","20220411",0.951,0.951,2,"01-04-2027",1
"AIDPLAST COHESIVE BANDAGE 5CM","20220801",0.76,0.76,1.6,"01-08-2027",1
"AIDPLAST COHESIVE BANDAGE 10CM","20220412",1.141,1.141,2.4,"01-04-2027",4
"AID PLAST HEAT PLASTER 1S","2202",0.15,0.15,0.3,"01-09-2027",14
"AID PLAST COLD PLASTER 1S","2304",0.15,0.15,0.3,"01-08-2028",19
"AGIOLAX GRANULES 250GM","8169421",1.658,1.658,2.02,"01-08-2026",1
"AG OMEGA 3 SOFTGELS 40S","26548",6,6,8.8,"01-01-2028",1
"AFTIFIX ORAL GEL 15GM","001.08.24",1.808,1.808,2.85,"01-08-2027",2
"AFRICAN BLACK SOAP 142GM","1000",2.1,2.1,3.8,"01-01-2029",2
"AERIUS 5MG TAB 20S","B120012",2.46,2.46,3.1,"01-08-2026",1
"AERIUS 0.5MG/ML SYRUP 150ML","B107308",2.2,2.2,2.72,"01-01-2026",2
"AERINAZE 2.5MG/120MG TAB 14S","B114391",2.04,2.04,2.49,"01-04-2026",0.5
"ADVIL COLD & SINUS CAPLETS 20S","2U2R",0.521,0.521,1.47,"01-12-2026",1
"ADOL INFANT DROPS 15ML","5518",0.306,0.306,0.79,"01-06-2027",10
"ADOL EXTRA CAPLETS 24S","4560",0.43,0.43,0.54,"01-03-2027",11.5
"ADOL 500MG CAPLETS 24S","8295",0.12,0.12,0.53,"01-10-2029",15
"ADOL 250MG/5ML SUSP 100ML","6583",0.42,0.42,0.64,"01-09-2027",3
"ADOL 250MG SUPPOSITORIES 10S","3004",0.525,0.525,0.8,"01-10-2028",29
"ADOL 125MG SUPPOSITORY 10S","1534",0.3,0.3,0.44,"01-06-2028",0.5
"ADOL 120MG/5ML SYRUP 60ML","5032",0.264,0.264,0.45,"01-03-2027",13
"ACUVAIL OPTHALMIC SOLUTION 0.4ML 30S","404825",3.135,3.135,3.82,"01-10-2025",2
"ACTRAPID INSULIN 100IU/ML 10ML","PT6DP71",5.392,5.392,6.57,"01-08-2026",3
"ACTRAPID 100IU/ML PENFILL 5S","PR7VE84",9.348,9.348,11.39,"01-03-2026",0.6
"ACM NOVOPHANE DS ANTI DANDRUFF SHAMPOO 125ML","R23K07",4.8,4.8,5.8,"01-11-2026",1
"ACCU-FINE NEEDLE 6MM 100S","C56L5",0.056,0.056,0.1,"01-05-2027",93
"ACCU-FINE NEEDLE 4MM 100S","C58K6",0.07,0.07,0.1,"01-07-2027",55
"ACCU-CHEK SOFTCLIX LANCETS 100S","10523345",4.5,4.5,6,"01-06-2027",3
"ACCU-CHEK SAFE T PRO UNO LANCET 28G 200S","42524116",8.625,8.625,11.5,"01-02-2028",0.365
"ACCU-CHEK PERFOMA TEST STRIPS 50S","671429",8.867,8.867,13.3,"01-01-2026",2
"ACCU-CHEK INSTANT TEST STRIPS 50S","303392",7.714,7.714,12,"01-07-2026",3
"ACCU-CHEK INSTANT MONITOR OFFER PACK","31209520",12.35,12.35,19,"01-06-2026",1
"ACCU-CHEK GUIDE STRIPS 50S","104813",0,0,13.3,"01-01-2026",1
"ACCU-CHEK ACTIVE TEST STRIPS 50S","29516831",7.714,7.714,12,"01-11-2025",1
"ACC LONG EFFERVESCENT TAB 10S","NK0278",1.073,1.073,1.36,"01-06-2027",2
"ABENA PANTS M1 15S","1030773",4.867,4.867,7.8,"01-04-2029",2
"ABENA PANTS L1 15S","1032882",5.117,5.117,8.2,"01-09-2029",5
